Episode,Total_Steps,Reward,Ep_Steps,Epsilon,Avg_Loss,Success
1,100,1.2297192416516665,100,0.97525,0.0,0
2,182,202.12167333228842,82,0.954955,0.0,1
3,282,5.74974523877338,100,0.930205,0.0,0
4,382,5.877803477110579,100,0.905455,0.0,0
5,416,199.8792039927647,34,0.8970400000000001,0.0,1
6,511,198.74898768096952,95,0.8735275,0.0,1
7,611,0.9926150924459806,100,0.8487775,0.0,0
8,660,199.37094098415184,49,0.83665,0.0,1
9,760,4.259143266729746,100,0.8119000000000001,0.0,0
10,860,1.3573304279694045,100,0.78715,0.0,0
11,960,-0.8331748894835332,100,0.7624,0.0,0
12,1024,199.45033726940605,64,0.74656,0.0,1
13,1124,3.79944574433342,100,0.72181,0.0,0
14,1224,2.033594947475937,100,0.69706,0.0,0
15,1280,202.71623193710715,56,0.6832,0.0,1
16,1380,2.3551808837909616,100,0.65845,0.0,0
17,1440,199.14893089912786,60,0.6436,0.0,1
18,1515,209.988098201398,75,0.6250375,198.67764542748532,1
19,1586,212.9455980251207,71,0.6074649999999999,219.79483359826492,1
20,1635,210.39984084591825,49,0.5953375000000001,223.84883547254972,1
21,1697,210.88574946937757,62,0.5799924999999999,222.38610521752028,1
22,1732,203.51956077143262,35,0.57133,228.84737431406975,1
23,1768,205.70955874793083,36,0.5624199999999999,228.5923413472871,1
24,1835,211.24946581220695,67,0.5458375,253.3375998622001,1
25,1851,201.7638708576344,16,0.5418775,229.29486862197518,1
26,1914,208.56498569853133,63,0.526285,222.74749501096824,1
27,1994,213.41641953526505,80,0.5064850000000001,238.79421456381678,1
28,2005,201.4021495266546,11,0.5037625000000001,219.6065527173606,1
29,2053,206.56828409581593,48,0.4918825,201.02147929308316,1
30,2103,208.34176265416116,50,0.4795075,217.33971171453595,1
31,2127,201.9187146415443,24,0.47356750000000003,199.6558946374183,1
32,2173,207.02266104846092,46,0.46218249999999994,246.25389367180026,1
33,2253,211.83347618399165,80,0.4423825,213.55115914419292,1
34,2312,207.5787757253046,59,0.42778000000000005,214.33675097573106,1
35,2375,211.00913467067176,63,0.41218750000000004,206.6065791484619,1
36,2415,205.55490221090565,40,0.4022875,230.16011673752217,1
37,2436,202.79451901046653,21,0.39709000000000005,230.6420702664625,1
38,2470,202.52788875928223,34,0.388675,183.6547010679017,1
39,2539,209.22183569498958,69,0.3715975,186.24522607935512,1
40,2610,210.91750632188285,71,0.35402500000000003,179.4955020801912,1
41,2669,208.33244967057615,59,0.33942249999999996,173.62188087416402,1
42,2732,210.01370709961185,63,0.32382999999999995,172.03551989651862,1
43,2772,207.95218348547,40,0.31393000000000004,189.31182357892393,1
44,2825,207.62075798809946,53,0.3008124999999999,153.74240367114544,1
45,2890,210.11774121548086,65,0.284725,154.4843062929236,1
46,2921,204.47404779040312,31,0.27705250000000003,143.25728621958726,1
47,2983,211.08646089485163,62,0.2617075,137.7938036452378,1
48,3048,208.55574041467997,65,0.24561999999999995,144.34300133230593,1
49,3105,211.37367522853592,57,0.2315125,128.5554045860966,1
