Episode,Total_Steps,Reward,Ep_Steps,Epsilon,Avg_Loss,Success,Collision
1,100,-9.727372191734,100,0.90199,0.0,0,0
2,200,-13.6132692527989,100,0.80299,0.0,0,0
3,300,-7.681199294559467,100,0.70399,0.0,0,0
4,400,-1.906123432862023,100,0.6049899999999999,0.0,0,0
5,500,-9.070686746762664,100,0.5059899999999999,0.0,0,0
6,600,-4.123817910948753,100,0.4069900000000001,0.0,0,0
7,700,-4.508884939656942,100,0.3079900000000001,0.0,0,0
8,800,-9.498167776582099,100,0.20899,0.0,0,0
9,900,-16.200893002791975,100,0.10999000000000003,0.0,0,0
10,1000,-15.36926212781939,100,0.010990000000000055,0.0,0,0
11,1001,10.0,1,0.010000000000000009,0.0,1,0
12,1101,-8.002045438735482,100,0.010000000000000009,0.0,0,0
13,1201,-16.276162053918124,100,0.010000000000000009,0.0,0,0
14,1301,-17.16201077346579,100,0.010000000000000009,0.0,0,0
15,1401,-14.983610079174184,100,0.010000000000000009,0.0,0,0
16,1501,-14.03516572902191,100,0.010000000000000009,0.05828050523996353,0,0
17,1545,12.915133645909343,44,0.010000000000000009,0.1278524577448314,1,0
18,1645,-8.96097851904969,100,0.010000000000000009,0.17310379017144442,0,0
19,1646,10.0,1,0.010000000000000009,0.42841702699661255,1,0
20,1746,0.45215404634390044,100,0.010000000000000009,0.2137683193385601,0,0
21,1846,-2.089009858521652,100,0.010000000000000009,0.21745740838348865,0,0
22,1946,-0.02033934625257126,100,0.010000000000000009,0.18121662899851798,0,0
23,1995,11.327710540697055,49,0.010000000000000009,0.1843169249442159,1,0
24,2095,-1.1344687458615215,100,0.010000000000000009,0.301975534632802,0,0
25,2195,-0.4036011718225425,100,0.010000000000000009,0.1636169895157218,0,0
26,2295,-6.2311343533708765,100,0.010000000000000009,0.18351397715508938,0,0
27,2296,10.0,1,0.010000000000000009,0.04090753197669983,1,0
28,2313,10.499155554010041,17,0.010000000000000009,0.35105666014201503,1,0
29,2314,10.0,1,0.010000000000000009,0.42388850450515747,1,0
30,2414,-9.467817197026855,100,0.010000000000000009,0.33784089516848326,0,0
31,2514,-12.623960044217297,100,0.010000000000000009,0.3044460040703416,0,0
32,2614,-3.011090708529058,100,0.010000000000000009,0.2734235047921538,0,0
33,2714,2.459556879748683,100,0.010000000000000009,0.25237955652177335,0,0
34,2803,-19.853497072958156,89,0.010000000000000009,0.235901510322027,0,1
