Episode,Total_Steps,Reward,Ep_Steps,Epsilon,Avg_Loss,Success
1,100,-6.897165620803716,100,0.97525,0.0,0
2,200,-9.429314574627229,100,0.9505,0.0,0
3,300,-0.6793064043303373,100,0.92575,0.0,0
4,400,-14.157518060155171,100,0.901,0.0,0
5,500,-18.089040964005804,100,0.87625,0.0,0
6,600,-5.212386395376866,100,0.8515,0.0,0
7,700,-5.024164690095349,100,0.82675,0.0,0
8,800,-6.3240519252082565,100,0.802,0.0,0
9,900,-11.130247478445005,100,0.77725,0.0,0
10,1000,-7.398175981246849,100,0.7525,0.0,0
11,1100,-14.665499325944388,100,0.72775,0.0,0
12,1200,-12.020672545589079,100,0.7030000000000001,0.0,0
13,1300,-7.3414002339942135,100,0.67825,0.0,0
14,1400,-10.524479774376633,100,0.6535,0.0,0
15,1500,-11.84090777406855,100,0.62875,0.0,0
16,1600,-24.38029361740777,100,0.604,0.007423704131506384,0
17,1700,-11.825496699081748,100,0.57925,0.006909347269684076,0
18,1800,-14.143616368113351,100,0.5545,0.004754828325239942,0
19,1900,-5.895524333988745,100,0.5297499999999999,0.0024805200460832565,0
20,2000,-9.72038407677177,100,0.505,0.0022256198985269294,0
21,2100,-9.007724883033072,100,0.48024999999999995,0.00513128969585523,0
22,2200,-9.391619821623852,100,0.4555,0.003069211526308209,0
23,2300,-11.947608065556786,100,0.4307500000000001,0.0027167772653046997,0
24,2400,-4.200817115454528,100,0.406,0.0033032407762948425,0
25,2430,200.36337042647088,30,0.398575,0.0034422982794543107,1
26,2530,-3.0013923112582077,100,0.3738250000000001,20.249987819574308,0
27,2630,7.810272590875092,100,0.349075,10.875984159577637,0
28,2730,-9.466994871334245,100,0.324325,15.416848865244537,0
29,2830,-1.7685884639483336,100,0.29957500000000004,18.359085163585842,0
30,2930,2.364217875188343,100,0.274825,9.187439478412271,0
31,3030,-6.4862470506466945,100,0.25007500000000005,10.718945782333613,0
32,3130,-2.3954753679788565,100,0.225325,10.622121156826616,0
33,3230,-14.20906350325348,100,0.20057500000000006,9.071653225794435,0
34,3330,-9.08380501774258,100,0.175825,11.994651883542538,0
35,3430,-8.85977335544893,100,0.15107499999999996,13.407526579797269,0
36,3530,-2.3430116645699433,100,0.12632500000000002,14.779198630228638,0
37,3604,197.89004171219858,74,0.10800999999999994,7.98734752169332,1
38,3704,-7.366718326892136,100,0.08326,16.53790721014142,0
39,3804,-7.456823319283295,100,0.05851000000000006,23.659018908590078,0
40,3904,6.8841597637890635,100,0.03376000000000001,11.847480241656303,0
41,4004,-2.0343115766972493,100,0.010000000000000009,21.74988545462489,0
42,4104,-10.016033123494275,100,0.010000000000000009,17.317010908573867,0
43,4204,-8.25134746751781,100,0.010000000000000009,19.590200686007737,0
44,4304,-11.350622698437311,100,0.010000000000000009,16.650746914744378,0
45,4404,-3.070887162845871,100,0.010000000000000009,13.688741697371006,0
46,4478,200.02515895970603,74,0.010000000000000009,18.314369916513158,1
47,4578,-3.7014619598465806,100,0.010000000000000009,26.08692855119705,0
48,4678,-2.865417780389888,100,0.010000000000000009,17.797430897951127,0
49,4778,-3.582043540619769,100,0.010000000000000009,15.399682869762183,0
50,4878,1.8606324606901519,100,0.010000000000000009,35.52234470963478,0
51,4978,-2.648115630248684,100,0.010000000000000009,22.002378318309784,0
52,5078,0.2792687056049358,100,0.010000000000000009,19.935373494625093,0
53,5178,0.6923149851828709,100,0.010000000000000009,13.767887564599514,0
54,5210,201.4701333397511,32,0.010000000000000009,16.493037335574627,1
55,5310,0.9554220294894301,100,0.010000000000000009,22.818440291285516,0
56,5410,1.3167537209766724,100,0.010000000000000009,17.674318704605103,0
57,5457,200.02560761356364,47,0.010000000000000009,34.18265578594614,1
58,5557,-6.750174723079096,100,0.010000000000000009,19.986922421753405,0
59,5652,202.24716065837677,95,0.010000000000000009,35.34400062121843,1
60,5752,3.809405983872211,100,0.010000000000000009,31.931409563422203,0
61,5852,-0.5111901656611565,100,0.010000000000000009,26.03439037621021,0
62,5894,203.8759183359767,42,0.010000000000000009,36.94912449518839,1
63,5933,199.16345413657584,39,0.010000000000000009,48.00939684342115,1
64,6033,-6.031454021628389,100,0.010000000000000009,44.78598208069801,0
65,6133,-9.635414661752954,100,0.010000000000000009,29.725407678484917,0
66,6233,-10.990466765649789,100,0.010000000000000009,31.24228012084961,0
67,6316,204.81224395963915,83,0.010000000000000009,54.842867055571226,1
68,6416,-0.9975695072126965,100,0.010000000000000009,57.33082297682762,0
69,6461,200.41711162302593,45,0.010000000000000009,31.034337164296044,1
70,6549,198.09814172413684,88,0.010000000000000009,65.1383440406485,1
71,6649,3.6143574749562464,100,0.010000000000000009,59.299814713001254,0
72,6749,-7.778613604853924,100,0.010000000000000009,59.217924657464025,0
73,6841,202.7619393855693,92,0.010000000000000009,54.15227296559707,1
74,6941,4.436951315880439,100,0.010000000000000009,41.03032540559769,0
75,7026,205.3473124979271,85,0.010000000000000009,76.36947126248303,1
76,7126,-5.888100341032732,100,0.010000000000000009,67.49027572393418,0
77,7190,199.39085680871534,64,0.010000000000000009,48.70698595792055,1
78,7290,4.049223716161682,100,0.010000000000000009,68.47835215449334,0
79,7390,-8.240746476741288,100,0.010000000000000009,58.29429476737976,0
80,7467,201.78466526785377,77,0.010000000000000009,43.95680757931301,1
81,7547,200.89144078809272,80,0.010000000000000009,76.84769262075424,1
82,7647,-6.787722779841473,100,0.010000000000000009,72.12156967759132,0
83,7747,-6.7373782909240605,100,0.010000000000000009,70.3281156539917,0
84,7802,200.4381944654649,55,0.010000000000000009,88.31713629635898,1
85,7902,-3.6878604277586593,100,0.010000000000000009,68.68977147817611,0
86,7941,202.39311429881636,39,0.010000000000000009,49.24445125384209,1
87,8023,199.92917508858662,82,0.010000000000000009,47.481823650802056,1
88,8123,-2.242174192870157,100,0.010000000000000009,75.44344627857208,0
89,8176,200.54888516323163,53,0.010000000000000009,38.19494448517853,1
90,8234,201.20927174055026,58,0.010000000000000009,87.65445436280349,1
