Episode,Total_Steps,Reward,Ep_Steps,Epsilon,Avg_Loss,Success
1,100,-11.546159978541828,100,0.97525,0.0,0
2,200,-19.302770133896832,100,0.9505,0.0,0
3,300,-0.7680906148601964,100,0.92575,0.0,0
4,400,-3.4955774715966528,100,0.901,0.0,0
5,500,-20.622999343695625,100,0.87625,0.0,0
6,600,-21.67917604521923,100,0.8515,0.0,0
7,700,-4.413682290086182,100,0.82675,0.0,0
8,757,198.77064257433082,57,0.8126424999999999,0.0,1
9,857,-22.352969995020942,100,0.7878925,0.0,0
10,957,-9.845115043831548,100,0.7631425000000001,0.0,0
11,1057,-2.213880988205375,100,0.7383925,0.0,0
12,1157,-16.90107409188851,100,0.7136425,0.0,0
13,1257,-3.0128164376770727,100,0.6888925,0.0,0
14,1357,-10.105653350401523,100,0.6641425000000001,0.0,0
15,1457,-10.214124339528349,100,0.6393925,0.0,0
16,1557,-15.423779202007486,100,0.6146425,30.272292830442126,0
17,1657,-19.195580387372964,100,0.5898924999999999,20.430503993555902,0
18,1757,-4.489992058589088,100,0.5651425000000001,28.219684664681555,0
19,1857,-25.150541949871677,100,0.5403925,18.835742011517286,0
20,1957,-18.82814050997831,100,0.5156425,9.476433881595732,0
21,2057,-14.823377652298726,100,0.49089250000000006,21.853903983831405,0
22,2157,-19.24059340699031,100,0.4661425,20.20003332063556,0
23,2257,-12.322486608325598,100,0.44139249999999997,16.974944884255528,0
24,2357,-5.510242350782379,100,0.4166424999999999,18.345590084940195,0
25,2457,-14.219888427732199,100,0.3918925000000001,12.153184315562248,0
26,2557,-10.720586280368531,100,0.36714250000000004,19.304327009916307,0
27,2657,-4.290370021382401,100,0.3423925,10.379204537123442,0
28,2682,200.6169444349962,25,0.336205,17.011617416143416,1
29,2781,201.31183416147314,99,0.3117025,27.620283919452415,1
30,2881,-4.201891885497209,100,0.28695250000000005,49.25474560379982,0
31,2919,200.61757306712033,38,0.27754749999999995,53.76388386127196,1
32,2948,208.63057239210843,29,0.27037,61.641183398920916,1
33,3048,-12.457808436576908,100,0.24561999999999995,73.74715019404888,0
34,3125,205.43384414042552,77,0.2265625,71.90163458787002,1
35,3225,-12.951022677688428,100,0.20181249999999995,77.96289333820343,0
36,3325,-3.5339545407057256,100,0.1770625,64.02766062021256,0
37,3377,199.75080437366043,52,0.16419250000000007,67.24224973183412,1
38,3477,-8.44549427943109,100,0.13944250000000002,66.97404421567917,0
39,3577,-4.747990473341244,100,0.11469249999999998,56.043891937732695,0
40,3677,-7.28753541596449,100,0.08994250000000004,68.37041079282761,0
41,3777,-12.6492206148918,100,0.06519249999999999,66.32072938442231,0
42,3877,-12.623843030160387,100,0.04044250000000005,55.73373943805694,0
43,3977,-10.672605675318033,100,0.015692499999999998,56.57019012451172,0
44,4077,-13.561286678282787,100,0.010000000000000009,51.62706925392151,0
45,4177,-8.727429501275362,100,0.010000000000000009,48.92409956455231,0
46,4208,204.1243550413501,31,0.010000000000000009,52.4267196501455,1
47,4308,-12.440252232045676,100,0.010000000000000009,52.76685572624206,0
48,4408,-7.921973263421279,100,0.010000000000000009,50.46967132329941,0
49,4508,-7.984000878863841,100,0.010000000000000009,40.38213220477104,0
50,4608,-5.822955783182959,100,0.010000000000000009,41.8646703004837,0
51,4708,-8.01991944013423,100,0.010000000000000009,40.35499082803726,0
52,4808,1.224542067271515,100,0.010000000000000009,42.00911430835724,0
53,4908,-3.926530850011038,100,0.010000000000000009,33.194174790382384,0
54,5008,-8.058688983727475,100,0.010000000000000009,38.34064270973206,0
55,5108,-6.16662853420741,100,0.010000000000000009,27.633224294185638,0
56,5208,-6.25558936284159,100,0.010000000000000009,24.325758547782897,0
57,5308,-9.731473966014006,100,0.010000000000000009,26.344605655670165,0
58,5371,202.53386493438225,63,0.010000000000000009,19.787425654275076,1
59,5449,203.55706079264309,78,0.010000000000000009,30.810208002726238,1
