Episode,Total_Steps,Reward,Ep_Steps,Epsilon,Avg_Loss,Success,Collision
1,1,-50.0,1,1.0,0.0,0,1
2,24,-65.61223008490728,23,0.997723,0.0,0,1
3,45,-85.81828839870187,21,0.995644,0.0,0,1
4,46,-50.0,1,0.995545,0.0,0,1
5,93,-97.08258911295208,47,0.990892,0.0,0,1
6,106,-57.246656601382085,13,0.989605,0.0,0,1
7,123,-67.682378231345,17,0.987922,0.0,0,1
8,130,-46.11718799583264,7,0.987229,0.0,0,1
9,190,-54.510138045154626,60,0.981289,0.0,0,1
10,219,-68.61311773663898,29,0.978418,0.0,0,1
11,223,-50.3269440045916,4,0.978022,0.0,0,1
12,234,-63.487542147569265,11,0.976933,0.0,0,1
13,261,-32.961047646787364,27,0.97426,0.0,0,1
14,268,-47.67043030348203,7,0.973567,0.0,0,1
15,277,-40.35852734515536,9,0.972676,0.0,0,1
16,294,-75.35911884122406,17,0.970993,0.0,0,1
17,347,-85.78394776310375,53,0.965746,0.0,0,1
18,365,-69.26139514794993,18,0.963964,0.0,0,1
19,388,-22.241723197076187,23,0.961687,0.0,0,1
20,413,-53.01291655044976,25,0.959212,0.0,0,1
21,433,-87.90079626558753,20,0.957232,0.0,0,1
22,499,151.7216023836021,66,0.950698,0.0,1,0
23,548,-62.37113878128135,49,0.945847,0.0,0,1
24,579,-29.05590358209022,31,0.942778,0.0,0,1
25,586,-59.64548878136237,7,0.942085,0.0,0,1
26,595,-60.9969959934179,9,0.941194,0.0,0,1
27,601,-53.19967409382459,6,0.9406,0.0,0,1
28,654,-13.75028068697587,53,0.935353,0.0,0,1
29,705,-5.798344667380682,51,0.930304,0.0,0,1
30,730,-58.14370058311141,25,0.927829,0.0,0,1
31,753,129.36899342520016,23,0.925552,0.0,1,0
32,791,-91.02380819930008,38,0.92179,0.0,0,1
33,795,-50.81342319262823,4,0.921394,0.0,0,1
34,803,-61.24587389093543,8,0.920602,0.0,0,1
35,819,122.31209515093451,16,0.919018,0.0,1,0
36,830,-66.78237158737129,11,0.917929,0.0,0,1
37,862,-25.286870410643488,32,0.914761,0.0,0,1
38,881,-74.12627290252149,19,0.91288,0.0,0,1
39,917,-81.92409902228984,36,0.909316,0.0,0,1
40,935,-27.166194014507138,18,0.9075340000000001,0.0,0,1
41,975,-31.453852041057313,40,0.903574,0.0,0,1
42,986,-63.83320595756139,11,0.902485,0.0,0,1
43,992,-45.22754026415732,6,0.901891,0.0,0,1
44,1007,-73.9389349242559,15,0.900406,0.0,0,1
45,1023,-72.68359259703624,16,0.898822,0.0,0,1
46,1046,-81.49175770221203,23,0.896545,0.0,0,1
47,1051,-48.34313493071007,5,0.89605,0.0,0,1
48,1064,-68.16890521349343,13,0.894763,0.0,0,1
49,1090,-94.96038351474043,26,0.892189,0.0,0,1
50,1122,-73.63633881802996,32,0.889021,0.0,0,1
51,1129,-59.165883216229744,7,0.888328,0.0,0,1
52,1176,-42.56283209987703,47,0.883675,0.0,0,1
53,1196,-22.476927192944995,20,0.881695,0.0,0,1
54,1217,-75.99227070562904,21,0.879616,0.0,0,1
55,1245,-54.48495083517428,28,0.876844,0.0,0,1
56,1246,-50.0,1,0.876745,0.0,0,1
57,1254,-49.777696969978244,8,0.875953,0.0,0,1
58,1292,-22.255503039712508,38,0.872191,0.0,0,1
59,1319,-73.36672725879079,27,0.869518,0.0,0,1
60,1331,-47.92464393304361,12,0.86833,0.0,0,1
61,1395,-75.44239610678108,64,0.861994,0.0,0,1
62,1432,-25.156801582538453,37,0.858331,0.0,0,1
63,1440,-61.09841585318478,8,0.857539,0.0,0,1
64,1446,-52.31610618471678,6,0.8569450000000001,0.0,0,1
65,1457,-49.41041338620925,11,0.855856,0.0,0,1
66,1528,-125.81875289403668,71,0.848827,112.80744879586356,0,1
67,1538,-60.903348124317944,10,0.847837,130.5530113220215,0,1
68,1548,-65.86621681417991,10,0.846847,126.18478927612304,0,1
69,1549,-50.0,1,0.8467480000000001,87.80081176757812,0,1
70,1570,-75.6219480802978,21,0.844669,123.0154059273856,0,1
71,1577,-59.80843876286097,7,0.8439760000000001,157.9585680280413,0,1
72,1581,-54.89961603179413,4,0.84358,115.80383110046387,0,1
73,1593,-77.44263694174289,12,0.842392,139.75346183776855,0,1
74,1603,-36.13095782015459,10,0.841402,139.60540695190429,0,1
75,1625,-42.17298712237756,22,0.839224,118.15227837996049,0,1
76,1643,133.538835828483,18,0.837442,116.98172675238715,1,0
77,1644,-50.0,1,0.837343,100.87998962402344,0,1
78,1653,-48.41660997158111,9,0.836452,123.68990919325087,0,1
79,1664,-67.1210412879803,11,0.835363,131.84094446355647,0,1
80,1712,-99.1392182203515,48,0.830611,117.83608516057332,0,1
81,1734,-101.25798686460935,22,0.828433,127.56692730296741,0,1
82,1738,-51.35016223457276,4,0.828037,131.79693412780762,0,1
83,1744,-54.305041499178174,6,0.8274429999999999,113.61611429850261,0,1
84,1749,-47.74716950907929,5,0.826948,147.9893310546875,0,1
85,1767,-91.32702224703843,18,0.825166,130.38375176323785,0,1
86,1783,-76.1779577883375,16,0.823582,133.13512539863586,0,1
87,1806,-63.57555881451259,23,0.821305,124.7537020807681,0,1
88,1827,-69.12306645586125,21,0.819226,104.85314614432198,0,1
89,1837,-53.2833420259784,10,0.818236,114.07367477416992,0,1
90,1842,-56.398459220440124,5,0.817741,135.4193084716797,0,1
91,1843,-50.0,1,0.817642,63.4072380065918,0,1
92,1889,166.24269689626345,46,0.813088,135.05802137955376,1,0
93,1899,-31.688936219744757,10,0.812098,135.31989364624025,0,1
94,1919,-14.651063554945345,20,0.810118,120.07964744567872,0,1
95,1954,-47.89547991214086,35,0.8066530000000001,130.76763796125138,0,1
96,2000,-25.47456153987911,46,0.802099,135.85659856381625,0,1
97,2014,-54.580465059050425,14,0.800713,94.92712020874023,0,1
98,2020,-43.106543814955764,6,0.800119,95.67638079325359,0,1
99,2038,-72.94050577280456,18,0.7983370000000001,124.39214324951172,0,1
100,2044,-42.94356503446481,6,0.797743,92.50417709350586,0,1
101,2059,-81.88577991928831,15,0.796258,106.30857493082682,0,1
102,2062,-48.05656150025626,3,0.795961,93.58482869466145,0,1
103,2081,-87.98717766476457,19,0.79408,117.19658640811318,0,1
104,2082,-50.0,1,0.793981,68.9713363647461,0,1
105,2094,-51.110426609269126,12,0.792793,112.5791467030843,0,1
106,2113,-82.12535182069793,19,0.7909120000000001,108.27009783293072,0,1
107,2178,-25.728243070560616,65,0.784477,104.35586360051082,0,1
108,2204,-15.079928948106982,26,0.781903,99.8125544327956,0,1
109,2209,-43.72202538020954,5,0.781408,107.45731201171876,0,1
110,2210,-50.0,1,0.781309,74.46090698242188,0,1
111,2215,-57.88972609113484,5,0.780814,88.47404479980469,0,1
112,2220,-58.681045212845696,5,0.780319,119.5201187133789,0,1
113,2226,-60.4823456319817,6,0.779725,95.57457605997722,0,1
114,2227,-50.0,1,0.779626,115.81893920898438,0,1
115,2236,-40.4349633954804,9,0.778735,99.80511050754123,0,1
116,2247,-31.526362833454023,11,0.7776460000000001,122.8369747508656,0,1
117,2266,-66.7025539792331,19,0.775765,113.89852985582854,0,1
118,2273,-59.144397022591974,7,0.775072,128.35276903424943,0,1
119,2305,-78.85856863595744,32,0.771904,98.12683749198914,0,1
120,2310,-58.446125317728146,5,0.771409,119.86243743896485,0,1
121,2321,122.82998155496949,11,0.77032,96.97061712091619,1,0
122,2322,-50.0,1,0.770221,62.63964080810547,0,1
123,2342,-19.53986062607684,20,0.768241,96.73226194381714,0,1
124,2349,-60.97998466701209,7,0.767548,85.5100566319057,0,1
125,2359,-72.24908365807636,10,0.766558,116.18912925720215,0,1
126,2363,-47.182808974874234,4,0.766162,100.21442222595215,0,1
127,2364,-50.0,1,0.7660629999999999,153.17477416992188,0,1
128,2373,-68.61903187691576,9,0.765172,130.02829064263238,0,1
129,2400,-47.81752395610692,27,0.762499,99.3203854031033,0,1
130,2412,-27.99096214041121,12,0.761311,104.38550631205241,0,1
