Episode,Total_Steps,Reward,Ep_Steps,Epsilon,Avg_Loss,Success,Collision,Consistency
1,26,-11.564334781610677,26,0.987625,0.0,0,1,0.0
2,56,1.21977021956282,30,0.972775,0.0,0,1,0.0
3,71,-1.589442161330774,15,0.96535,0.0,0,1,0.0
4,101,-10.267065365124555,30,0.9505,0.0,0,1,0.0
5,117,-1.990293877574938,16,0.94258,0.0,0,1,0.0
6,132,-8.035156944193073,15,0.935155,0.0,0,1,0.0
7,161,3.831460741141626,29,0.9208,0.0,0,1,0.0
8,174,-10.200690698265516,13,0.914365,0.0,0,1,0.0
9,197,-7.930462520135344,23,0.90298,0.0,0,1,0.0
10,219,-5.442207010556781,22,0.89209,0.0,0,1,0.0
11,243,-0.5715358652076254,24,0.88021,0.0,0,1,0.0
12,299,-6.779827159682218,56,0.85249,0.0,0,1,0.0
13,312,14.894604570497256,13,0.846055,0.0,1,0,0.0
14,350,-9.559023029582658,38,0.827245,0.0,0,1,0.0
15,379,-13.235462353951135,29,0.81289,0.0,0,1,0.0
16,412,-7.582575742185741,33,0.796555,0.0,0,1,0.0
17,431,-3.5352519707511965,19,0.78715,0.0,0,1,0.0
18,452,-8.291679276203125,21,0.776755,0.0,0,1,0.0
19,504,-8.390326702063872,52,0.751015,0.0,0,1,0.0
20,523,-3.818921220059136,19,0.74161,0.0,0,1,0.0
21,536,-5.628950437471751,13,0.7351749999999999,0.0,0,1,0.0
22,551,-3.5521762117018936,15,0.72775,0.0,0,1,0.0
23,564,0.32308548234478707,13,0.721315,0.0,0,1,0.0
24,580,-6.656784578084471,16,0.713395,0.0,0,1,0.0
25,594,-1.615014554078722,14,0.706465,0.0,0,1,0.0
26,611,14.573717321646765,17,0.6980500000000001,0.0,1,0,0.0
27,634,-1.9125349176056332,23,0.6866650000000001,0.0,0,1,0.0
28,662,-7.00607640121548,28,0.672805,0.0,0,1,0.0
29,715,-10.83967531766366,53,0.6465700000000001,0.0,0,1,0.0
30,728,-3.5461648239156074,13,0.640135,0.0,0,1,0.0
31,789,-9.241006807425128,61,0.6099399999999999,0.0,0,1,0.0
