Episode,Total_Steps,Reward,Ep_Steps,Epsilon,Avg_Loss,Success,Collision,Consistency
1,50,-12.155976435486243,50,0.975745,0.0,0,1,0.0
2,94,-8.527164061872513,44,0.953965,0.0,0,1,0.0
3,190,-18.608780727313732,96,0.906445,0.0,0,1,0.0
4,226,-12.763075090263706,36,0.888625,0.0,0,1,0.0
5,277,-8.8560725544152,51,0.86338,0.0,0,1,0.0
6,326,-17.382724941729553,49,0.839125,0.0,0,1,0.0
7,374,-4.695322351429905,48,0.815365,0.0,0,1,0.0
8,417,-11.833004316702038,43,0.79408,0.0,0,1,0.0
9,462,-13.022053074698853,45,0.771805,0.0,0,1,0.0
10,494,-5.551208244466142,32,0.755965,0.0,0,1,0.0
11,536,-14.506596746221895,42,0.7351749999999999,0.0,0,1,0.0
12,591,-11.294942380068944,55,0.7079500000000001,0.0,0,1,0.0
13,629,-15.575610627266698,38,0.68914,0.0,0,1,0.0
14,729,3.3743652223843843,100,0.63964,0.0,0,0,0.0
15,759,-10.903236720245946,30,0.62479,0.0,0,1,0.0
16,796,-9.58393742769375,37,0.606475,0.0,0,1,0.0
17,867,-14.980914507731516,71,0.57133,0.0,0,1,0.0
18,900,-5.814986291569224,33,0.554995,0.0,0,1,0.0
19,1000,-1.7232319466481325,100,0.505495,0.0,0,0,0.0
20,1100,-4.118174273340872,100,0.45599500000000004,0.0,0,0,0.0
21,1135,-5.26761409241431,35,0.43867,0.0,0,1,0.0
22,1170,-7.333657681861725,35,0.42134499999999997,0.0,0,1,0.0
23,1270,2.119012373619566,100,0.3718450000000001,0.0,0,0,0.0
24,1370,-1.472814976089204,100,0.322345,0.0,0,0,0.0
25,1470,1.2514327645640622,100,0.272845,0.0,0,0,0.0
26,1570,-8.706584223048266,100,0.22334500000000002,1.2347968624106476,0,0,0.0
27,1629,-21.63024315450069,59,0.1941400000000001,1.2941233076281466,0,1,0.0
28,1670,-2.117423211043694,41,0.17384500000000003,1.2452017445026375,0,1,0.0
29,1698,-7.571347921164233,28,0.15998499999999993,1.2952164744160004,0,1,0.0
30,1744,-6.7703954270242575,46,0.13721499999999998,1.1715665942300921,0,1,0.0
31,1844,-16.179907014370137,100,0.08771499999999999,1.172698883190751,0,0,0.0
32,1879,-9.736225217610432,35,0.07039000000000006,1.1537166697638375,0,1,0.0
33,1903,-5.440148922900316,24,0.05851000000000006,1.13866234694918,0,1,0.0
34,1931,-12.933173173178908,28,0.04465000000000008,1.095409827572959,0,1,0.0
35,1958,-9.046354979992966,27,0.03128500000000001,0.9813570661677254,0,1,0.0
36,2040,-7.055289778888717,82,0.010000000000000009,0.8967969215861181,0,1,0.0
37,2129,-22.745152458864805,89,0.010000000000000009,0.8492567135711734,0,1,0.0
38,2184,-4.412631558604777,55,0.010000000000000009,0.8228156926957044,0,1,0.0
39,2226,-10.518119856954296,42,0.010000000000000009,0.7628860533947036,0,1,0.0
40,2308,-16.300510935310374,82,0.010000000000000009,0.7934024323050569,0,1,0.0
41,2336,-11.42643437323102,28,0.010000000000000009,0.8553229618285384,0,1,0.0
42,2369,-10.764882502242937,33,0.010000000000000009,0.708045531854485,0,1,0.0
43,2469,-11.611520278854462,100,0.010000000000000009,0.6916816247999669,0,0,0.0
44,2521,-8.041190572947114,52,0.010000000000000009,0.6520882185835105,0,1,0.0
45,2621,-10.169535326264402,100,0.010000000000000009,0.5189821392297744,0,0,0.0
46,2650,-13.8144847311235,29,0.010000000000000009,0.5981054167295324,0,1,0.0
47,2733,-26.49738653411703,83,0.010000000000000009,0.576145517359297,0,1,0.0
48,2767,-3.9277594779411755,34,0.010000000000000009,0.5113918062518624,0,1,0.0
49,2867,-9.330702231327964,100,0.010000000000000009,0.47492286309599874,0,0,0.0
50,2957,-13.672062700577275,90,0.010000000000000009,0.4565700635313988,0,1,0.0
51,3053,-16.42527908603288,96,0.010000000000000009,0.39606728808333475,0,1,0.0
52,3129,-11.398909718139112,76,0.010000000000000009,0.3649755224193397,0,1,0.0
53,3173,18.921166666403042,44,0.010000000000000009,0.30543886768546974,1,0,0.0
54,3210,-17.45066635921625,37,0.010000000000000009,0.37206760894607854,0,1,0.0
55,3245,-9.179533726961093,35,0.010000000000000009,0.4061549646513803,0,1,0.0
56,3328,-28.10481214097984,83,0.010000000000000009,0.3725972838071455,0,1,0.0
57,3362,-16.893087237927055,34,0.010000000000000009,0.39827339526484995,0,1,0.0
58,3396,-3.2443492278165937,34,0.010000000000000009,0.3871654517510358,0,1,0.0
59,3427,-6.515137782171115,31,0.010000000000000009,0.31346880235979635,0,1,0.0
60,3463,-3.6535867885874103,36,0.010000000000000009,0.3650846446139945,0,1,0.0
61,3496,-16.58918841350905,33,0.010000000000000009,0.4348548808784196,0,1,0.0
62,3579,-21.118555031947196,83,0.010000000000000009,0.4565102204859975,0,1,0.0
63,3612,-16.096116755059768,33,0.010000000000000009,0.39026895707303827,0,1,0.0
64,3649,-4.335349664886877,37,0.010000000000000009,0.4318481989808985,0,1,0.0
65,3686,-17.41547286345841,37,0.010000000000000009,0.3583811698733149,0,1,0.0
